Attrition,YearsAtCompany,Age,Department,Education,EducationField,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,PercentSalaryHike,PerformanceRating,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
No,3,27,Research & Development,3,Medical,Female,4,1,Research Scientist,3,Married,3517,No,17,3,5,0,3,2,0,2
No,3,36,Research & Development,4,Life Sciences,Female,3,3,Healthcare Representative,1,Married,8008,No,12,3,9,6,3,2,0,2
No,3,36,Research & Development,4,Medical,Female,2,2,Manufacturing Director,3,Married,4374,No,15,3,4,6,3,2,1,2
No,3,47,Sales,4,Life Sciences,Female,4,4,Manager,2,Divorced,15972,No,14,3,29,2,3,2,1,2
No,3,36,Research & Development,4,Life Sciences,Male,3,2,Healthcare Representative,3,Married,5347,No,14,3,10,2,2,2,0,2
Yes,3,23,Sales,3,Life Sciences,Male,3,1,Sales Representative,4,Divorced,2275,Yes,21,4,3,2,3,2,0,2
No,3,26,Research & Development,4,Medical,Male,1,1,Laboratory Technician,3,Married,2305,No,15,3,3,3,4,2,0,2
No,3,41,Human Resources,3,Human Resources,Male,1,2,Human Resources,2,Married,6430,No,19,3,10,4,3,2,1,2
No,3,23,Research & Development,1,Medical,Female,3,1,Laboratory Technician,2,Single,3295,No,13,3,3,3,1,2,1,2
No,3,29,Research & Development,3,Life Sciences,Male,4,2,Healthcare Representative,3,Single,6294,Yes,12,3,10,5,4,2,0,2
No,3,53,Research & Development,4,Medical,Female,2,4,Manufacturing Director,3,Married,12965,Yes,20,4,27,2,2,2,0,2
No,3,43,Research & Development,3,Life Sciences,Male,3,1,Research Scientist,3,Single,2438,No,13,3,7,2,2,2,1,2
No,3,41,Research & Development,3,Life Sciences,Male,4,2,Healthcare Representative,2,Single,6870,No,12,3,11,3,1,2,1,2
No,3,31,Sales,4,Marketing,Female,3,3,Sales Executive,1,Married,9637,No,14,3,9,3,3,2,2,2
No,3,28,Research & Development,3,Medical,Female,3,1,Research Scientist,1,Married,3591,No,25,4,3,3,3,2,1,2
No,3,28,Human Resources,2,Life Sciences,Male,3,1,Human Resources,4,Divorced,2706,No,15,3,3,2,3,2,2,2
No,3,29,Research & Development,3,Life Sciences,Male,3,1,Laboratory Technician,1,Single,2062,No,14,3,11,2,3,2,1,2
No,3,35,Research & Development,2,Other,Female,2,2,Manufacturing Director,2,Married,4788,Yes,11,3,4,2,3,2,0,2
No,3,39,Sales,4,Life Sciences,Female,1,2,Sales Executive,3,Married,5736,No,19,3,10,1,3,2,1,2
No,3,22,Research & Development,2,Life Sciences,Male,3,1,Research Scientist,3,Single,3375,No,12,3,4,2,4,2,1,2
Yes,3,50,Sales,3,Marketing,Male,2,3,Sales Executive,1,Divorced,10854,Yes,13,3,20,3,3,2,2,0
Yes,4,28,Research & Development,3,Life Sciences,Male,2,1,Laboratory Technician,3,Single,2028,Yes,14,3,6,4,3,2,0,3
No,4,24,Research & Development,2,Other,Female,4,2,Manufacturing Director,3,Divorced,4011,No,18,3,5,5,2,2,1,3
Yes,4,34,Research & Development,1,Medical,Male,3,1,Research Scientist,1,Single,2960,No,11,3,8,2,3,2,1,3
No,4,44,Research & Development,4,Other,Male,3,2,Healthcare Representative,4,Married,6465,Yes,13,3,9,5,4,2,1,3
No,4,44,Sales,5,Marketing,Female,3,2,Sales Executive,1,Divorced,5454,Yes,21,4,9,2,2,3,1,3
No,4,35,Research & Development,2,Medical,Male,2,3,Healthcare Representative,1,Married,9884,Yes,13,3,10,3,3,0,2,3
No,4,59,Sales,1,Life Sciences,Female,2,2,Sales Executive,3,Single,5473,No,11,3,20,2,2,3,1,3
No,4,46,Human Resources,2,Medical,Male,3,2,Human Resources,2,Divorced,5021,Yes,22,4,16,2,3,2,0,2
No,4,51,Research & Development,4,Life Sciences,Male,3,1,Laboratory Technician,4,Married,2075,No,23,4,10,4,3,2,0,3
No,4,54,Research & Development,4,Technical Degree,Female,3,3,Research Director,3,Married,13549,No,12,3,16,5,1,3,0,3
Yes,4,51,Research & Development,4,Life Sciences,Male,1,3,Manufacturing Director,4,Single,10650,No,15,3,18,2,3,2,0,3
No,4,34,Sales,4,Marketing,Female,3,1,Sales Representative,3,Married,2231,No,18,3,6,3,3,3,1,2
No,4,31,Research & Development,1,Medical,Female,3,1,Research Scientist,4,Married,3929,Yes,23,4,7,0,3,2,0,2
Yes,4,41,Sales,2,Marketing,Female,3,1,Sales Representative,2,Single,3140,Yes,22,4,4,5,2,3,0,2
No,4,53,Research & Development,2,Medical,Female,4,2,Manufacturing Director,1,Divorced,4450,No,11,3,5,3,3,2,1,3
No,4,22,Research & Development,3,Life Sciences,Male,4,1,Research Scientist,2,Divorced,2328,Yes,16,3,4,2,2,2,2,2
No,4,46,Research & Development,4,Medical,Male,3,3,Healthcare Representative,1,Divorced,9396,No,16,3,17,3,3,2,0,3
Yes,4,29,Research & Development,1,Medical,Male,2,1,Research Scientist,4,Single,2389,Yes,13,3,4,3,2,3,0,1
No,4,32,Sales,2,Life Sciences,Female,3,1,Sales Representative,2,Married,3931,No,11,3,6,5,3,3,1,2
No,4,25,Research & Development,3,Life Sciences,Female,3,2,Manufacturing Director,3,Married,4898,No,12,3,5,3,3,2,1,2
No,4,37,Research & Development,3,Medical,Male,3,1,Research Scientist,4,Married,2326,Yes,12,3,4,3,2,2,1,2
No,4,51,Research & Development,3,Medical,Male,1,2,Manufacturing Director,2,Divorced,5482,No,18,3,13,3,3,1,1,2
No,4,27,Research & Development,3,Life Sciences,Female,3,1,Research Scientist,2,Single,2478,Yes,12,3,4,2,2,3,1,2
No,4,54,Research & Development,4,Life Sciences,Female,3,2,Research Scientist,3,Single,4869,No,12,3,20,4,2,3,0,3
No,4,40,Sales,2,Medical,Male,1,2,Sales Executive,4,Married,7457,Yes,22,4,6,2,2,3,0,2
No,4,23,Research & Development,1,Life Sciences,Male,3,1,Research Scientist,4,Divorced,2904,No,12,3,4,2,2,2,0,2
No,4,29,Sales,3,Life Sciences,Male,3,2,Sales Executive,3,Married,4649,No,14,3,4,3,2,3,0,2
No,4,50,Research & Development,3,Technical Degree,Male,2,3,Healthcare Representative,4,Single,10496,No,15,3,20,2,3,3,1,3
No,4,54,Research & Development,2,Medical,Male,3,5,Research Director,1,Married,19406,No,11,3,24,4,2,2,1,2
No,4,31,Research & Development,2,Life Sciences,Male,2,1,Laboratory Technician,1,Married,2218,No,12,3,4,3,3,2,3,2
Yes,4,33,Research & Development,1,Medical,Male,1,1,Laboratory Technician,4,Divorced,3408,No,13,3,8,2,3,3,1,3
Yes,4,32,Sales,4,Other,Male,4,2,Sales Executive,3,Married,4707,No,12,3,6,2,3,2,1,2
Yes,4,27,Sales,1,Marketing,Male,3,1,Sales Representative,1,Divorced,3041,No,11,3,5,3,3,3,0,2
No,4,27,Research & Development,4,Medical,Male,2,1,Research Scientist,4,Single,2045,No,13,3,5,0,3,2,1,1
Yes,4,50,Sales,2,Technical Degree,Male,3,2,Sales Executive,3,Married,6796,Yes,14,3,18,4,3,3,1,3
No,4,23,Research & Development,1,Medical,Male,3,1,Laboratory Technician,1,Married,2500,No,14,3,5,2,4,3,0,2
No,4,40,Research & Development,1,Medical,Female,2,1,Research Scientist,4,Single,2342,Yes,20,4,5,2,2,2,2,3
No,4,52,Research & Development,4,Medical,Male,3,1,Research Scientist,4,Married,4258,No,18,3,5,3,3,3,1,2
Yes,4,26,Sales,3,Technical Degree,Male,2,2,Sales Executive,1,Single,5326,No,17,3,6,2,2,3,1,2
No,4,34,Research & Development,4,Life Sciences,Female,4,1,Research Scientist,4,Single,3280,No,16,3,10,2,3,2,1,3
No,4,27,Sales,1,Marketing,Male,3,2,Sales Executive,4,Married,4342,No,19,3,5,3,3,2,1,1
No,4,50,Research & Development,3,Medical,Male,3,4,Research Director,3,Married,17639,No,16,3,30,3,3,3,0,3
No,4,42,Research & Development,2,Life Sciences,Female,2,2,Manufacturing Director,4,Married,6062,Yes,13,3,8,4,3,3,0,2
No,4,38,Research & Development,3,Life Sciences,Male,2,2,Healthcare Representative,1,Divorced,6288,No,15,3,13,3,2,3,1,2
No,4,43,Research & Development,2,Life Sciences,Male,3,4,Research Director,1,Married,17159,No,24,4,22,3,3,1,1,0
No,4,25,Research & Development,1,Medical,Male,4,1,Research Scientist,1,Single,3424,No,13,3,6,3,2,3,0,1
No,4,49,Research & Development,3,Technical Degree,Female,3,1,Research Scientist,1,Married,3580,No,16,3,7,2,3,2,0,2
No,4,33,Human Resources,2,Human Resources,Male,3,1,Human Resources,2,Divorced,2277,Yes,11,3,7,4,4,3,0,3
No,4,29,Research & Development,1,Medical,Female,2,1,Laboratory Technician,4,Divorced,2532,No,14,3,8,5,3,3,0,3
No,4,28,Sales,4,Medical,Male,3,2,Sales Executive,4,Single,4908,No,14,3,4,3,3,2,0,2
No,4,24,Research & Development,1,Medical,Female,2,2,Manufacturing Director,3,Divorced,4377,No,15,3,5,6,3,2,3,2
Yes,4,35,Research & Development,4,Other,Male,2,1,Laboratory Technician,2,Divorced,3743,Yes,24,4,5,2,1,2,0,2
No,4,31,Research & Development,1,Life Sciences,Female,3,2,Manufacturing Director,1,Married,4148,No,12,3,4,1,3,3,0,3
No,4,22,Research & Development,1,Life Sciences,Male,1,1,Laboratory Technician,1,Married,2451,No,15,3,4,3,2,3,1,1
No,4,37,Research & Development,3,Other,Female,3,2,Healthcare Representative,2,Single,4107,No,15,3,8,3,2,3,0,1
No,4,28,Research & Development,2,Life Sciences,Male,3,1,Laboratory Technician,3,Divorced,2207,No,16,3,4,5,2,2,2,2
No,4,27,Research & Development,3,Life Sciences,Male,2,1,Research Scientist,3,Married,2539,No,13,3,4,0,3,2,2,2
No,4,24,Research & Development,3,Medical,Male,3,1,Laboratory Technician,2,Single,3597,No,22,4,6,2,3,3,1,2
Yes,4,43,Sales,3,Marketing,Female,1,2,Sales Executive,3,Single,5346,No,13,3,7,2,2,3,1,3
No,4,30,Sales,4,Life Sciences,Male,3,2,Sales Executive,1,Divorced,4115,No,19,3,8,3,3,3,0,3
No,4,46,Research & Development,2,Life Sciences,Male,3,5,Research Director,2,Married,19081,No,11,3,25,2,3,2,0,3
No,4,42,Human Resources,5,Medical,Male,4,2,Human Resources,1,Married,6272,No,16,3,10,3,4,3,0,3
No,4,25,Sales,4,Life Sciences,Male,3,2,Sales Executive,4,Single,4950,No,14,3,5,4,3,3,1,1
No,4,28,Research & Development,4,Medical,Male,3,1,Laboratory Technician,3,Single,2154,Yes,11,3,5,2,2,2,0,2
No,4,40,Research & Development,2,Life Sciences,Male,3,1,Research Scientist,3,Divorced,3544,No,16,3,6,0,3,2,0,0
No,4,40,Research & Development,4,Life Sciences,Male,3,1,Laboratory Technician,2,Married,2387,No,22,4,7,3,3,2,0,3
Yes,4,35,Sales,4,Marketing,Female,3,2,Sales Executive,3,Married,4614,Yes,18,3,5,0,2,2,3,2
No,4,38,Research & Development,3,Life Sciences,Male,4,1,Research Scientist,3,Divorced,2610,No,11,3,4,2,3,2,0,3
No,4,51,Sales,3,Marketing,Male,3,3,Sales Executive,2,Married,10596,No,11,3,14,5,3,2,3,2
No,4,26,Research & Development,1,Medical,Male,2,1,Research Scientist,4,Single,3904,No,12,3,5,2,3,3,1,1
Yes,4,49,Research & Development,2,Life Sciences,Male,2,2,Laboratory Technician,1,Single,4284,No,20,4,20,2,3,3,1,3
No,4,34,Research & Development,4,Other,Male,3,1,Research Scientist,1,Divorced,2996,No,14,3,10,2,3,3,1,3
No,4,32,Sales,5,Marketing,Male,3,2,Sales Executive,4,Married,9204,No,12,3,7,3,2,3,0,3
No,4,41,Research & Development,5,Medical,Male,4,1,Research Scientist,3,Married,2127,Yes,12,3,7,5,2,2,0,3
No,4,33,Sales,3,Medical,Male,3,2,Sales Executive,1,Married,4373,No,14,3,5,2,3,3,0,3
No,4,28,Sales,3,Life Sciences,Male,3,2,Sales Executive,1,Single,4898,No,14,3,5,5,3,2,1,3
No,4,23,Research & Development,1,Life Sciences,Male,3,2,Laboratory Technician,3,Single,2272,No,14,3,5,2,3,3,1,2
No,4,30,Sales,4,Technical Degree,Male,3,3,Sales Executive,2,Married,9250,No,12,3,9,3,3,2,1,3
No,4,22,Research & Development,2,Other,Female,2,1,Research Scientist,3,Married,2814,Yes,14,3,4,2,2,2,1,3
No,4,37,Research & Development,3,Life Sciences,Male,3,2,Manufacturing Director,3,Married,5768,No,17,3,9,2,2,3,0,2
No,4,40,Research & Development,3,Life Sciences,Female,3,3,Manufacturing Director,4,Single,7945,Yes,15,3,18,2,2,2,3,3
No,4,27,Research & Development,3,Medical,Male,3,1,Research Scientist,4,Single,2580,No,13,3,6,0,2,2,1,2
Yes,4,40,Research & Development,3,Life Sciences,Male,3,1,Laboratory Technician,1,Single,2166,Yes,14,3,10,3,1,2,0,3
No,4,49,Research & Development,4,Other,Female,3,4,Research Director,2,Married,16413,No,16,3,27,2,3,2,1,2
No,4,36,Research & Development,3,Life Sciences,Male,3,1,Laboratory Technician,2,Single,2013,No,11,3,15,4,3,3,1,3
No,4,38,Research & Development,3,Medical,Female,2,1,Laboratory Technician,2,Single,2440,No,22,4,4,3,3,3,3,3
No,4,53,Research & Development,4,Medical,Male,4,3,Healthcare Representative,4,Married,7005,No,15,3,11,2,3,3,1,2
No,4,55,Research & Development,3,Technical Degree,Male,2,1,Research Scientist,2,Divorced,3537,No,12,3,8,1,3,2,1,2
No,4,32,Sales,3,Life Sciences,Male,1,3,Sales Executive,3,Married,9610,No,13,3,10,2,1,3,0,2
Yes,4,30,Human Resources,3,Human Resources,Female,2,1,Human Resources,4,Divorced,2180,No,11,3,6,0,2,2,1,2
No,4,39,Research & Development,1,Medical,Male,3,3,Research Director,3,Single,13464,No,21,4,9,3,3,3,2,2
No,4,40,Research & Development,2,Life Sciences,Female,3,1,Laboratory Technician,1,Married,3377,No,17,3,7,5,2,3,0,2
No,4,38,Sales,4,Marketing,Female,1,2,Sales Representative,4,Married,5405,Yes,20,4,20,4,2,2,0,3
Yes,4,56,Research & Development,2,Life Sciences,Male,3,1,Laboratory Technician,4,Single,2587,No,16,3,5,3,3,2,1,0
No,4,36,Sales,2,Marketing,Male,2,2,Sales Executive,2,Married,5507,No,16,3,12,1,1,2,1,3
No,4,34,Sales,1,Medical,Female,2,2,Sales Executive,4,Married,8103,Yes,12,3,9,3,2,2,0,1
No,4,45,Research & Development,4,Medical,Male,3,2,Healthcare Representative,3,Single,5399,No,12,3,12,3,3,2,0,3
Yes,4,32,Research & Development,2,Life Sciences,Female,4,1,Research Scientist,3,Single,2432,Yes,14,3,8,2,3,1,0,3
No,4,31,Research & Development,2,Medical,Male,3,1,Research Scientist,1,Divorced,3065,Yes,13,3,4,3,4,2,2,3
Yes,4,28,Research & Development,3,Technical Degree,Male,2,1,Laboratory Technician,4,Divorced,2367,No,12,3,6,2,2,1,0,3
No,4,54,Research & Development,2,Life Sciences,Female,3,2,Research Scientist,3,Married,2897,No,11,3,9,6,2,3,2,3
No,4,24,Research & Development,2,Life Sciences,Male,2,2,Healthcare Representative,3,Single,4617,No,12,3,4,2,2,3,1,2
No,4,42,Research & Development,4,Life Sciences,Male,3,2,Research Scientist,1,Divorced,5410,Yes,17,3,9,3,2,3,1,2
No,4,44,Research & Development,3,Medical,Male,3,1,Research Scientist,4,Single,2436,Yes,12,3,6,2,3,3,1,2
No,4,36,Research & Development,2,Life Sciences,Female,3,2,Manufacturing Director,2,Divorced,5131,No,13,3,18,3,3,2,0,2
No,4,32,Research & Development,3,Technical Degree,Male,3,1,Research Scientist,1,Single,2439,No,14,3,4,4,3,2,1,2
No,4,35,Research & Development,4,Life Sciences,Female,1,1,Research Scientist,4,Married,2977,No,12,3,4,5,3,3,1,1
No,4,29,Research & Development,2,Other,Male,2,2,Laboratory Technician,2,Married,4025,Yes,13,3,10,2,3,3,0,3
No,4,26,Sales,3,Other,Female,2,1,Sales Representative,3,Single,2966,No,18,3,5,2,3,2,0,0
No,4,34,Research & Development,3,Medical,Male,4,2,Laboratory Technician,3,Married,4404,No,12,3,6,3,4,3,1,2
No,5,35,Research & Development,3,Medical,Male,4,1,Laboratory Technician,2,Married,2426,No,13,3,6,5,3,4,0,3
No,5,31,Research & Development,1,Life Sciences,Male,3,1,Research Scientist,3,Divorced,2911,No,17,3,5,1,2,2,4,3
Yes,5,36,Sales,4,Life Sciences,Male,2,1,Sales Representative,1,Single,3407,No,23,4,10,4,3,3,0,3
No,5,43,Research & Development,2,Medical,Female,4,1,Research Scientist,3,Divorced,2645,No,12,3,6,3,2,3,1,4
No,5,33,Sales,3,Life Sciences,Female,4,2,Sales Executive,1,Married,5376,No,19,3,10,3,3,3,1,3
No,5,55,Research & Development,3,Medical,Female,3,4,Manager,3,Divorced,14756,Yes,14,3,21,2,3,0,0,2
No,5,29,Research & Development,3,Life Sciences,Male,3,1,Research Scientist,2,Married,2703,No,23,4,6,3,3,4,0,4
No,5,37,Research & Development,4,Medical,Male,3,3,Research Director,3,Single,13664,No,13,3,16,3,4,2,0,2
No,5,34,Research & Development,2,Medical,Male,3,2,Manufacturing Director,2,Married,4325,No,15,3,5,2,3,2,1,3
No,5,28,Sales,3,Medical,Male,3,2,Sales Executive,3,Married,4221,No,15,3,5,3,4,4,0,4
No,5,54,Human Resources,3,Human Resources,Female,4,4,Manager,4,Single,17328,Yes,12,3,23,3,3,3,4,4
No,5,24,Research & Development,1,Life Sciences,Male,3,1,Laboratory Technician,3,Married,2774,No,12,3,6,2,3,3,1,2
No,5,37,Sales,3,Life Sciences,Male,3,3,Sales Executive,4,Single,7428,No,12,3,12,3,3,3,1,3
Yes,5,56,Research & Development,4,Life Sciences,Female,3,1,Research Scientist,2,Married,4963,Yes,18,3,7,2,3,4,4,3
No,5,26,Research & Development,3,Other,Female,2,1,Research Scientist,2,Married,2368,No,19,3,5,3,2,4,4,3
Yes,5,32,Research & Development,3,Medical,Female,3,1,Laboratory Technician,1,Single,4200,No,22,4,10,2,4,4,0,4
No,5,30,Research & Development,3,Life Sciences,Female,3,1,Research Scientist,3,Single,2632,No,14,3,5,4,2,4,0,4
No,5,30,Research & Development,1,Medical,Male,2,1,Laboratory Technician,4,Single,2720,No,13,3,6,3,3,3,1,2
No,5,41,Research & Development,4,Life Sciences,Male,3,1,Laboratory Technician,1,Married,2238,No,21,4,7,2,3,0,1,4
No,5,28,Research & Development,3,Medical,Male,3,1,Research Scientist,4,Married,2713,No,11,3,5,2,1,2,0,2
No,5,57,Research & Development,2,Life Sciences,Male,4,3,Healthcare Representative,4,Divorced,9439,Yes,16,3,12,2,1,3,1,4
No,5,50,Research & Development,3,Life Sciences,Female,3,5,Manager,2,Single,19926,No,15,3,21,5,3,4,4,4
No,5,32,Research & Development,5,Life Sciences,Male,3,1,Research Scientist,3,Single,3038,No,20,4,8,2,3,4,1,4
No,5,27,Research & Development,3,Technical Degree,Male,3,1,Research Scientist,2,Married,3058,Yes,16,3,6,3,2,2,1,1
No,5,45,Sales,2,Life Sciences,Female,3,2,Sales Executive,1,Divorced,5006,Yes,11,3,9,3,4,4,0,3
No,5,43,Research & Development,3,Medical,Male,4,1,Research Scientist,4,Divorced,2089,No,14,3,7,3,4,4,2,2
No,5,42,Research & Development,2,Medical,Female,3,2,Manufacturing Director,3,Divorced,5265,No,16,3,11,5,3,3,0,2
No,5,34,Research & Development,4,Medical,Male,3,1,Research Scientist,3,Divorced,3815,Yes,17,3,5,4,4,3,2,0
Yes,5,30,Research & Development,3,Technical Degree,Female,3,1,Research Scientist,1,Single,2657,Yes,11,3,8,5,3,2,0,4
No,5,31,Research & Development,4,Medical,Male,1,2,Manufacturing Director,3,Married,4345,No,12,3,6,2,3,4,1,4
Yes,5,33,Research & Development,3,Medical,Male,3,1,Laboratory Technician,4,Married,2436,Yes,13,3,8,2,1,4,0,4
Yes,5,31,Research & Development,2,Medical,Male,2,1,Laboratory Technician,2,Single,3479,No,11,3,6,2,4,4,1,4
No,5,32,Research & Development,3,Life Sciences,Male,4,1,Laboratory Technician,2,Married,2794,No,20,4,5,3,1,1,0,3
No,5,28,Research & Development,3,Medical,Male,3,1,Research Scientist,4,Married,2070,No,23,4,5,3,2,2,0,4
No,5,37,Sales,4,Medical,Male,3,2,Sales Executive,4,Married,6502,No,14,3,7,5,4,4,0,1
No,5,37,Research & Development,4,Medical,Female,3,3,Research Director,4,Divorced,13603,Yes,18,3,15,2,3,2,0,2
No,5,53,Research & Development,4,Medical,Male,3,4,Research Director,3,Married,17584,Yes,16,3,21,5,2,3,1,3
No,5,26,Research & Development,2,Medical,Male,3,2,Healthcare Representative,1,Married,4741,Yes,13,3,5,3,3,3,3,3
No,5,28,Research & Development,2,Life Sciences,Female,3,1,Research Scientist,4,Single,3310,No,21,4,5,3,3,3,0,2
No,5,58,Research & Development,4,Life Sciences,Male,1,2,Healthcare Representative,3,Divorced,5660,Yes,13,3,12,2,3,3,1,2
No,5,31,Research & Development,4,Technical Degree,Male,3,1,Research Scientist,4,Married,4821,Yes,12,3,6,4,3,2,0,3
No,5,27,Sales,3,Life Sciences,Male,3,2,Sales Executive,3,Single,4478,Yes,11,3,5,3,3,4,0,4
No,5,27,Sales,1,Marketing,Male,3,2,Sales Executive,2,Married,6349,Yes,13,3,6,0,3,4,1,4
No,5,41,Research & Development,3,Medical,Male,2,2,Manufacturing Director,2,Single,6032,Yes,15,3,8,3,3,4,1,2
No,5,37,Research & Development,3,Medical,Female,3,1,Laboratory Technician,1,Married,3452,No,20,4,17,3,3,4,0,3
No,5,27,Research & Development,2,Medical,Male,3,1,Laboratory Technician,2,Divorced,3816,No,11,3,5,2,3,2,0,4
No,5,49,Research & Development,3,Other,Male,2,3,Healthcare Representative,3,Single,10965,No,24,4,26,2,3,2,0,0
Yes,5,34,Sales,3,Marketing,Male,4,2,Sales Executive,4,Single,5304,Yes,13,3,9,3,2,2,0,4
No,5,55,Research & Development,3,Life Sciences,Female,3,4,Manager,4,Single,16659,Yes,13,3,30,2,3,4,1,2
No,5,24,Sales,4,Marketing,Female,3,2,Sales Executive,3,Divorced,4260,Yes,12,3,5,2,4,2,0,3
No,5,40,Sales,2,Marketing,Female,3,2,Sales Executive,2,Divorced,5715,No,12,3,8,5,3,4,1,3
No,5,42,Research & Development,4,Life Sciences,Female,3,1,Laboratory Technician,1,Divorced,2576,No,16,3,8,5,3,2,1,2
No,5,43,Research & Development,4,Other,Female,3,2,Healthcare Representative,3,Divorced,4522,Yes,14,3,8,3,3,2,0,2
No,5,25,Sales,2,Life Sciences,Female,2,2,Sales Executive,4,Single,4487,Yes,11,3,5,3,3,4,1,3
No,5,30,Sales,3,Technical Degree,Female,3,2,Sales Executive,3,Single,6577,No,11,3,6,6,3,4,4,4
No,5,52,Research & Development,3,Medical,Male,2,3,Manufacturing Director,3,Married,7969,Yes,14,3,28,4,3,4,0,4
No,5,52,Research & Development,2,Life Sciences,Female,3,4,Manager,4,Married,16555,No,13,3,31,2,1,2,1,4
No,5,42,Research & Development,2,Life Sciences,Female,3,2,Research Scientist,3,Divorced,4556,No,11,3,19,3,3,4,0,2
No,5,30,Research & Development,3,Life Sciences,Female,1,2,Manufacturing Director,4,Single,6091,No,20,4,11,2,3,4,0,2
Yes,5,24,Sales,1,Technical Degree,Female,3,1,Sales Representative,2,Single,3202,Yes,16,3,6,4,3,3,1,4
No,5,30,Research & Development,3,Life Sciences,Male,3,1,Laboratory Technician,4,Married,2097,No,15,3,9,3,1,3,1,4
No,5,47,Research & Development,2,Medical,Female,3,2,Manufacturing Director,4,Divorced,5070,No,13,3,20,2,3,0,0,4
No,5,35,Research & Development,3,Life Sciences,Male,1,1,Laboratory Technician,3,Single,4230,No,15,3,6,2,3,4,4,3
No,5,31,Sales,3,Life Sciences,Male,2,3,Manager,4,Divorced,11557,No,21,4,10,3,2,4,0,1
No,5,35,Sales,3,Medical,Female,3,2,Sales Executive,3,Single,4859,No,16,3,5,3,3,4,0,3
No,5,26,Sales,2,Marketing,Male,3,2,Sales Executive,2,Married,6272,No,20,4,6,5,4,3,1,4
No,5,27,Research & Development,4,Medical,Female,2,1,Research Scientist,3,Divorced,2187,No,12,3,6,5,2,3,0,3
No,5,33,Sales,4,Marketing,Male,3,2,Sales Executive,3,Divorced,7104,No,12,3,6,3,3,0,1,2
No,5,53,Research & Development,3,Life Sciences,Male,4,4,Research Director,3,Married,14814,No,19,3,32,3,3,1,1,3
No,5,44,Research & Development,3,Medical,Male,1,1,Laboratory Technician,3,Single,3708,No,14,3,9,5,3,2,1,4
No,5,34,Research & Development,2,Medical,Female,3,2,Healthcare Representative,3,Single,6142,No,11,3,10,2,3,1,4,3
Yes,5,47,Sales,2,Life Sciences,Female,4,2,Sales Executive,3,Single,6397,Yes,12,3,8,2,3,4,1,3
Yes,5,55,Research & Development,3,Medical,Male,3,5,Manager,1,Married,19859,Yes,13,3,24,2,3,2,1,4
No,5,54,Research & Development,4,Medical,Female,3,2,Manufacturing Director,1,Divorced,5485,Yes,11,3,9,4,3,3,1,4
No,5,37,Research & Development,1,Life Sciences,Female,3,1,Research Scientist,1,Divorced,2782,Yes,13,3,6,3,2,3,4,3
No,5,52,Research & Development,4,Life Sciences,Female,3,2,Laboratory Technician,3,Married,3149,No,20,4,9,3,3,2,1,4
No,5,36,Human Resources,3,Human Resources,Male,3,1,Human Resources,2,Married,2143,No,13,3,8,2,3,2,0,4
No,5,34,Research & Development,4,Life Sciences,Female,2,1,Research Scientist,4,Single,2553,No,16,3,6,3,3,2,1,3
No,5,44,Research & Development,3,Medical,Male,3,2,Healthcare Representative,2,Single,5933,No,12,3,10,2,2,2,2,3
No,5,32,Sales,4,Life Sciences,Male,3,2,Sales Executive,4,Divorced,4403,No,11,3,8,3,2,2,0,3
No,5,30,Research & Development,4,Life Sciences,Male,2,1,Research Scientist,4,Divorced,3761,No,12,3,10,3,2,4,0,3
No,5,53,Sales,2,Marketing,Female,2,3,Sales Executive,4,Married,10934,Yes,18,3,35,3,3,2,0,4
No,5,45,Sales,3,Marketing,Male,3,3,Sales Executive,1,Divorced,10761,Yes,12,3,18,2,3,4,0,2
No,5,32,Research & Development,2,Medical,Female,4,2,Research Scientist,3,Married,5175,No,12,3,9,3,2,3,1,3
No,5,28,Human Resources,2,Medical,Male,2,1,Human Resources,4,Divorced,4936,No,13,3,6,6,3,1,0,4
No,5,36,Human Resources,3,Life Sciences,Male,2,1,Human Resources,1,Married,2342,No,21,4,6,3,3,4,0,3
No,5,25,Sales,1,Other,Male,3,2,Sales Executive,1,Married,4194,Yes,18,3,5,3,3,3,0,3
No,5,25,Sales,1,Marketing,Male,2,2,Sales Executive,1,Married,4256,No,12,3,5,1,4,2,0,3
No,5,24,Research & Development,1,Life Sciences,Male,2,1,Laboratory Technician,4,Married,3162,No,17,3,6,2,2,2,3,4
No,5,42,Research & Development,3,Life Sciences,Female,4,2,Laboratory Technician,4,Married,5231,Yes,13,3,17,1,2,3,1,3
No,5,37,Sales,2,Medical,Female,3,1,Sales Representative,4,Married,2973,No,15,3,10,3,3,4,0,0
No,5,43,Research & Development,3,Life Sciences,Female,3,2,Healthcare Representative,4,Married,5562,No,13,3,12,2,2,2,2,2
No,5,39,Human Resources,3,Life Sciences,Female,2,2,Human Resources,4,Married,5204,No,11,3,13,2,3,4,0,4
No,5,42,Sales,2,Medical,Female,2,2,Sales Executive,3,Single,6244,No,17,3,10,6,3,4,0,3
No,5,33,Research & Development,3,Life Sciences,Female,2,2,Healthcare Representative,4,Single,6949,No,14,3,6,3,3,0,1,4
No,5,35,Sales,3,Medical,Female,3,2,Sales Executive,3,Married,4601,No,16,3,5,3,3,2,1,0
